event id,product,event type,success status,failure reason,execution time seconds,region,trigger time
AUTO00587,Voice Solution,Call Summary Generation,Failed,Messaging Delivery Error,0.92,Hyderabad,13-03-2026 20:25
AUTO00588,Voice Solution,WhatsApp Trigger,Success,,0.78,Mumbai,18-03-2026 17:16
AUTO00589,Voice Solution,WhatsApp Trigger,Success,,2.4,Chennai,03-05-2026 12:37
AUTO00590,Voice Solution,WhatsApp Trigger,Success,,1.81,Delhi,08-01-2026 11:00
AUTO00591,Voice Solution,Follow-up Trigger,Success,,1.01,Delhi,04-12-2025 09:35
AUTO00592,Voice Solution,Call Summary Generation,Failed,Data Validation Error,1.45,Chennai,23-12-2025 11:04
AUTO00593,Voice Solution,Call Summary Generation,Success,,0.34,Mumbai,24-05-2026 20:45
AUTO00594,Voice Solution,Lead Qualification,Success,,4.52,Mumbai,06-03-2026 13:30
AUTO00595,Voice Solution,Email Trigger,Success,,4.52,Hyderabad,23-06-2026 19:44
AUTO00596,Voice Solution,CRM Update,Success,,1.68,Hyderabad,13-12-2025 09:44
AUTO00597,Voice Solution,WhatsApp Trigger,Success,,2.52,Pune,28-06-2026 18:44
AUTO00598,Voice Solution,Call Summary Generation,Success,,3.17,Delhi,19-02-2026 11:53
AUTO00599,Voice Solution,Call Summary Generation,Failed,CRM Sync Error,2.89,Hyderabad,07-07-2026 14:31
AUTO00600,Voice Solution,Lead Qualification,Success,,3.93,Chennai,31-03-2026 14:24
AUTO00601,Voice Solution,CRM Update,Success,,1.57,Delhi,02-05-2026 20:02
AUTO00602,Voice Solution,Email Trigger,Success,,5.01,Mumbai,03-02-2026 12:42
AUTO00603,Voice Solution,Email Trigger,Success,,4.74,Delhi,08-11-2025 09:41
AUTO00604,Voice Solution,WhatsApp Trigger,Success,,1.98,Bangalore,03-05-2026 19:44
AUTO00605,Voice Solution,Email Trigger,Success,,2.65,Delhi,14-05-2026 13:26
AUTO00606,Voice Solution,Email Trigger,Success,,5.64,Hyderabad,14-05-2026 17:59
AUTO00607,Voice Solution,CRM Update,Success,,2.8,Chennai,04-04-2026 09:41
AUTO00608,Voice Solution,CRM Update,Success,,2.67,Mumbai,01-02-2026 12:19
AUTO00609,Voice Solution,WhatsApp Trigger,Success,,1.84,Mumbai,09-04-2026 15:26
AUTO00610,Voice Solution,Call Summary Generation,Success,,3.53,Hyderabad,31-12-2025 15:28
AUTO00611,Voice Solution,Lead Qualification,Success,,1.55,Hyderabad,02-03-2026 18:05
AUTO00612,Voice Solution,WhatsApp Trigger,Success,,5.12,Hyderabad,21-12-2025 10:44
AUTO00613,Voice Solution,Follow-up Trigger,Success,,0.75,Bangalore,05-11-2025 15:15
AUTO00614,Voice Solution,Email Trigger,Success,,3.18,Chennai,31-01-2026 11:55
AUTO00615,Voice Solution,Lead Qualification,Success,,1.7,Bangalore,19-04-2026 12:56
AUTO00616,Voice Solution,Call Summary Generation,Failed,Messaging Delivery Error,1.34,Hyderabad,22-11-2025 08:29
AUTO00617,Voice Solution,Call Summary Generation,Success,,6.31,Chennai,01-11-2025 13:05
AUTO00618,Voice Solution,CRM Update,Success,,4.79,Hyderabad,13-03-2026 08:10
AUTO00619,Voice Solution,Follow-up Trigger,Success,,1.15,Chennai,21-06-2026 12:54
AUTO00620,Voice Solution,Call Summary Generation,Success,,3.41,Mumbai,12-11-2025 17:38
AUTO00621,Voice Solution,Follow-up Trigger,Success,,3.74,Bangalore,16-12-2025 13:38
AUTO00622,Voice Solution,Email Trigger,Failed,CRM Sync Error,0.54,Pune,04-12-2025 12:26
AUTO00623,Voice Solution,CRM Update,Failed,Messaging Delivery Error,3.18,Hyderabad,17-01-2026 08:16
AUTO00624,Voice Solution,Lead Qualification,Success,,4.58,Hyderabad,06-06-2026 15:11
AUTO00625,Voice Solution,CRM Update,Success,,3.45,Delhi,12-01-2026 15:06
AUTO00626,Voice Solution,Email Trigger,Success,,1.3,Pune,07-07-2026 08:04
AUTO00627,Voice Solution,Call Summary Generation,Success,,4.6,Mumbai,17-12-2025 15:37
AUTO00628,Voice Solution,Follow-up Trigger,Success,,2.2,Hyderabad,01-03-2026 12:16
AUTO00629,Voice Solution,Email Trigger,Success,,1.62,Bangalore,02-06-2026 18:50
AUTO00630,Voice Solution,Call Summary Generation,Success,,1.75,Mumbai,27-06-2026 08:17
AUTO00631,Voice Solution,WhatsApp Trigger,Success,,1.85,Hyderabad,26-12-2025 13:44
AUTO00632,Voice Solution,Follow-up Trigger,Success,,1.9,Bangalore,15-02-2026 10:58
AUTO00633,Voice Solution,Email Trigger,Success,,6.88,Delhi,18-12-2025 15:53
AUTO00634,Voice Solution,Lead Qualification,Success,,5.61,Delhi,31-12-2025 18:32
AUTO00635,Voice Solution,Lead Qualification,Success,,3.08,Bangalore,26-11-2025 19:02
AUTO00636,Voice Solution,Call Summary Generation,Success,,1.22,Mumbai,15-07-2026 16:17
AUTO00637,Voice Solution,Call Summary Generation,Success,,4.42,Bangalore,08-11-2025 10:33
AUTO00638,Voice Solution,Lead Qualification,Success,,1.09,Pune,21-02-2026 17:26
AUTO00639,Voice Solution,WhatsApp Trigger,Success,,9.13,Bangalore,11-07-2026 15:06
AUTO00640,Voice Solution,CRM Update,Success,,5.71,Delhi,29-04-2026 19:27
AUTO00641,Voice Solution,Lead Qualification,Failed,Data Validation Error,3.91,Delhi,26-05-2026 17:44
AUTO00642,Voice Solution,Call Summary Generation,Success,,2.76,Delhi,07-03-2026 08:20
AUTO00643,Voice Solution,Call Summary Generation,Failed,Timeout,2.96,Pune,26-12-2025 18:35
AUTO00644,Voice Solution,WhatsApp Trigger,Success,,2.3,Hyderabad,02-06-2026 08:02
AUTO00645,Voice Solution,Lead Qualification,Success,,4.56,Pune,14-11-2025 20:34
AUTO00646,Voice Solution,WhatsApp Trigger,Success,,2.76,Hyderabad,28-11-2025 14:37
AUTO00647,Voice Solution,Lead Qualification,Success,,3.63,Pune,17-01-2026 12:16
AUTO00648,Voice Solution,CRM Update,Success,,6.87,Chennai,04-06-2026 09:50
AUTO00649,Voice Solution,Email Trigger,Success,,2.76,Hyderabad,03-04-2026 09:49
AUTO00650,Voice Solution,Lead Qualification,Success,,6.8,Mumbai,14-11-2025 08:54
AUTO00651,Voice Solution,Email Trigger,Success,,3.81,Mumbai,06-05-2026 10:31
AUTO00652,Voice Solution,Lead Qualification,Failed,CRM Sync Error,3.81,Delhi,07-11-2025 19:12
AUTO00653,Voice Solution,CRM Update,Failed,Data Validation Error,1.14,Pune,03-11-2025 11:46
AUTO00654,Voice Solution,Call Summary Generation,Success,,5.31,Bangalore,19-02-2026 11:21
AUTO00655,Voice Solution,Email Trigger,Failed,CRM Sync Error,1.5,Delhi,26-06-2026 18:51
AUTO00656,Voice Solution,WhatsApp Trigger,Success,,2.16,Bangalore,27-06-2026 14:21
AUTO00657,Voice Solution,Lead Qualification,Success,,5.82,Pune,15-06-2026 18:42
AUTO00658,Voice Solution,Call Summary Generation,Success,,1.85,Delhi,15-11-2025 17:02
AUTO00659,Voice Solution,Lead Qualification,Failed,Data Validation Error,3.24,Delhi,11-05-2026 11:29
AUTO00660,Voice Solution,WhatsApp Trigger,Success,,2.22,Mumbai,27-02-2026 08:32
AUTO00661,Voice Solution,CRM Update,Success,,0.98,Bangalore,28-11-2025 20:09
AUTO00662,Voice Solution,Follow-up Trigger,Success,,1.53,Chennai,21-05-2026 12:47
AUTO00663,Voice Solution,Lead Qualification,Success,,1.74,Chennai,09-12-2025 09:14
AUTO00664,Voice Solution,WhatsApp Trigger,Success,,2.68,Delhi,19-06-2026 10:50
AUTO00665,Voice Solution,Follow-up Trigger,Success,,1.15,Pune,25-01-2026 19:45
AUTO00666,Voice Solution,Lead Qualification,Success,,1.5,Delhi,06-03-2026 19:39
AUTO00667,Voice Solution,Email Trigger,Failed,Messaging Delivery Error,1.29,Mumbai,25-11-2025 19:52
AUTO00668,Voice Solution,Call Summary Generation,Success,,3.05,Bangalore,25-03-2026 14:26
AUTO00669,Voice Solution,Call Summary Generation,Success,,2.09,Delhi,13-11-2025 19:11
AUTO00670,Voice Solution,WhatsApp Trigger,Success,,0.79,Pune,31-05-2026 11:47
AUTO00671,Voice Solution,Email Trigger,Success,,1.56,Chennai,25-11-2025 18:23
AUTO00672,Voice Solution,CRM Update,Success,,4.7,Bangalore,07-01-2026 20:32
AUTO00673,Voice Solution,Follow-up Trigger,Success,,2.84,Delhi,06-01-2026 18:33
AUTO00674,Voice Solution,WhatsApp Trigger,Failed,Data Validation Error,0.84,Bangalore,21-06-2026 12:19
AUTO00675,Voice Solution,Lead Qualification,Success,,2.02,Mumbai,17-02-2026 14:14
AUTO00676,Voice Solution,Call Summary Generation,Success,,0.1,Chennai,26-03-2026 15:57
AUTO00677,Voice Solution,Lead Qualification,Success,,3.22,Pune,19-02-2026 12:18
AUTO00678,Voice Solution,Follow-up Trigger,Success,,0.21,Bangalore,16-06-2026 14:41
AUTO00679,Voice Solution,Email Trigger,Success,,1.4,Chennai,19-02-2026 18:08
AUTO00680,Voice Solution,Email Trigger,Success,,0.3,Delhi,04-12-2025 08:05
AUTO00681,Voice Solution,WhatsApp Trigger,Success,,2.91,Pune,19-02-2026 16:44
AUTO00682,Voice Solution,WhatsApp Trigger,Success,,5.69,Pune,24-06-2026 20:28
AUTO00683,Voice Solution,Email Trigger,Success,,0.81,Hyderabad,22-01-2026 16:07
AUTO00684,Voice Solution,WhatsApp Trigger,Success,,4.36,Bangalore,12-12-2025 19:53
AUTO00685,Voice Solution,Email Trigger,Success,,1.33,Chennai,09-02-2026 18:20
AUTO00686,Voice Solution,Follow-up Trigger,Failed,Messaging Delivery Error,3.25,Bangalore,06-11-2025 16:30
AUTO00687,Voice Solution,WhatsApp Trigger,Success,,6.81,Delhi,29-04-2026 17:57
AUTO00688,Voice Solution,Email Trigger,Success,,4.78,Delhi,14-06-2026 16:51
AUTO00689,Voice Solution,WhatsApp Trigger,Success,,1.11,Pune,17-06-2026 11:46
AUTO00690,Voice Solution,Lead Qualification,Success,,6.02,Pune,30-03-2026 20:58
AUTO00691,Voice Solution,Call Summary Generation,Success,,3.43,Chennai,17-05-2026 13:25
AUTO00692,Voice Solution,Lead Qualification,Success,,1.64,Mumbai,09-01-2026 19:44
AUTO00693,Voice Solution,CRM Update,Success,,2.58,Bangalore,20-02-2026 11:43
AUTO00694,Voice Solution,Email Trigger,Success,,1.11,Bangalore,04-11-2025 15:29
AUTO00695,Voice Solution,CRM Update,Success,,5.18,Delhi,03-02-2026 20:23
AUTO00696,Voice Solution,Email Trigger,Success,,0.21,Bangalore,01-04-2026 10:15
AUTO00697,Voice Solution,Call Summary Generation,Success,,5.47,Chennai,17-03-2026 18:00
AUTO00698,Voice Solution,WhatsApp Trigger,Success,,0.3,Hyderabad,05-07-2026 09:07
AUTO00699,Voice Solution,Email Trigger,Success,,2.29,Pune,01-07-2026 18:31
AUTO00700,Voice Solution,Lead Qualification,Success,,5.73,Delhi,01-12-2025 12:44
AUTO00701,Voice Solution,WhatsApp Trigger,Success,,5.64,Pune,10-12-2025 19:21
AUTO00702,Voice Solution,Call Summary Generation,Success,,2.03,Pune,17-06-2026 09:35
AUTO00703,Voice Solution,Lead Qualification,Success,,4.18,Pune,06-12-2025 10:10
AUTO00704,Voice Solution,WhatsApp Trigger,Failed,Timeout,1.58,Hyderabad,11-06-2026 13:59
AUTO00705,Voice Solution,Email Trigger,Success,,1.34,Bangalore,06-11-2025 20:42
AUTO00706,Voice Solution,Email Trigger,Success,,1.42,Mumbai,08-06-2026 09:55
AUTO00707,Voice Solution,Lead Qualification,Success,,2.24,Pune,14-01-2026 15:33
AUTO00708,Voice Solution,Follow-up Trigger,Success,,0.39,Chennai,04-11-2025 13:26
AUTO00709,Voice Solution,Email Trigger,Success,,5.68,Pune,14-03-2026 08:08
AUTO00710,Voice Solution,Follow-up Trigger,Success,,4.04,Pune,26-02-2026 19:04
AUTO00711,Voice Solution,WhatsApp Trigger,Failed,Messaging Delivery Error,3.72,Bangalore,02-02-2026 15:12
AUTO00712,Voice Solution,Follow-up Trigger,Success,,2.44,Chennai,01-01-2026 17:59
AUTO00713,Voice Solution,Lead Qualification,Success,,6.72,Bangalore,13-05-2026 16:06
AUTO00714,Voice Solution,CRM Update,Success,,1.54,Pune,22-05-2026 08:27
AUTO00715,Voice Solution,CRM Update,Failed,API Error,4.16,Bangalore,26-11-2025 15:16
AUTO00716,Voice Solution,Lead Qualification,Success,,3.58,Bangalore,22-04-2026 09:08
AUTO00717,Voice Solution,CRM Update,Success,,1.37,Delhi,13-03-2026 18:05
AUTO00718,Voice Solution,Lead Qualification,Success,,1.09,Hyderabad,26-02-2026 10:09
AUTO00719,Voice Solution,Email Trigger,Success,,2.81,Mumbai,31-05-2026 16:38
AUTO00720,Voice Solution,Follow-up Trigger,Success,,3.91,Hyderabad,13-06-2026 17:22
AUTO00721,Voice Solution,CRM Update,Failed,Timeout,1.97,Hyderabad,20-11-2025 15:03
AUTO00722,Voice Solution,Email Trigger,Success,,0.71,Chennai,21-02-2026 12:56
AUTO00723,Voice Solution,CRM Update,Success,,3.17,Delhi,20-03-2026 18:36
AUTO00724,Voice Solution,WhatsApp Trigger,Success,,3.04,Delhi,17-12-2025 09:01
AUTO00725,Voice Solution,Lead Qualification,Success,,1.97,Bangalore,01-11-2025 08:22
AUTO00726,Voice Solution,Lead Qualification,Success,,0.13,Hyderabad,29-01-2026 19:22
AUTO00727,Voice Solution,Email Trigger,Success,,3.51,Mumbai,22-03-2026 19:36
AUTO00728,Voice Solution,WhatsApp Trigger,Success,,2.98,Chennai,08-12-2025 15:16
AUTO00729,Voice Solution,Follow-up Trigger,Success,,3.25,Delhi,19-03-2026 09:02
AUTO00730,Voice Solution,WhatsApp Trigger,Success,,4.42,Bangalore,17-07-2026 14:33
AUTO00731,Voice Solution,WhatsApp Trigger,Success,,2.52,Mumbai,10-04-2026 15:42
AUTO00732,Voice Solution,Call Summary Generation,Success,,1.01,Hyderabad,27-04-2026 18:26
AUTO00733,Voice Solution,Follow-up Trigger,Success,,3.43,Mumbai,10-11-2025 17:42
AUTO00734,Voice Solution,Follow-up Trigger,Success,,3.24,Delhi,18-03-2026 10:31
AUTO00735,Voice Solution,WhatsApp Trigger,Failed,Data Validation Error,0.75,Chennai,21-04-2026 11:22
AUTO00736,Voice Solution,CRM Update,Success,,2.6,Hyderabad,13-11-2025 17:54
AUTO00737,Voice Solution,Call Summary Generation,Success,,0.9,Chennai,17-04-2026 16:42
AUTO00738,Voice Solution,CRM Update,Success,,4.73,Pune,10-03-2026 18:39
AUTO00739,Voice Solution,WhatsApp Trigger,Success,,1.8,Mumbai,23-01-2026 12:57
AUTO00740,Voice Solution,CRM Update,Success,,0.95,Mumbai,09-02-2026 20:36
AUTO00741,Voice Solution,Follow-up Trigger,Success,,1.34,Bangalore,08-12-2025 10:28
AUTO00742,Voice Solution,Follow-up Trigger,Success,,2.14,Hyderabad,02-02-2026 15:49
AUTO00743,Voice Solution,CRM Update,Success,,4.19,Mumbai,03-02-2026 16:36
AUTO00744,Voice Solution,Follow-up Trigger,Success,,2.98,Delhi,08-01-2026 14:14
AUTO00745,Voice Solution,Lead Qualification,Success,,1.49,Pune,24-06-2026 12:00
AUTO00746,Voice Solution,Follow-up Trigger,Success,,3.2,Delhi,17-03-2026 20:18
AUTO00747,Voice Solution,WhatsApp Trigger,Success,,2.14,Chennai,15-01-2026 19:02
AUTO00748,Voice Solution,Email Trigger,Success,,2.88,Pune,05-12-2025 11:06
AUTO00749,Voice Solution,CRM Update,Success,,0.38,Pune,01-11-2025 15:05
AUTO00750,Voice Solution,Call Summary Generation,Success,,1.6,Delhi,30-12-2025 17:55
AUTO00751,Voice Solution,CRM Update,Success,,0.59,Mumbai,17-06-2026 11:20
AUTO00752,Voice Solution,Follow-up Trigger,Success,,1.18,Delhi,01-06-2026 19:39
AUTO00753,Voice Solution,Follow-up Trigger,Success,,2.42,Hyderabad,14-04-2026 14:16
AUTO00754,Voice Solution,Email Trigger,Success,,3.83,Chennai,05-11-2025 15:54
AUTO00755,Voice Solution,Email Trigger,Success,,4.82,Pune,17-01-2026 09:47
AUTO00756,Voice Solution,Call Summary Generation,Success,,4.91,Hyderabad,01-01-2026 17:53
AUTO00757,Voice Solution,WhatsApp Trigger,Success,,3.39,Mumbai,12-03-2026 20:04
AUTO00758,Voice Solution,Lead Qualification,Success,,2.34,Mumbai,28-01-2026 15:22
AUTO00759,Voice Solution,WhatsApp Trigger,Success,,2.61,Delhi,25-06-2026 16:42
AUTO00760,Voice Solution,Call Summary Generation,Success,,1.79,Bangalore,12-12-2025 08:19
AUTO00761,Voice Solution,CRM Update,Success,,4.36,Pune,28-01-2026 09:19
AUTO00762,Voice Solution,Follow-up Trigger,Success,,6.47,Pune,12-02-2026 17:06
AUTO00763,Voice Solution,WhatsApp Trigger,Success,,5.97,Bangalore,14-11-2025 14:00
AUTO00764,Voice Solution,Follow-up Trigger,Success,,2.82,Mumbai,28-04-2026 12:32
AUTO00765,Voice Solution,Follow-up Trigger,Success,,1.46,Mumbai,05-03-2026 11:12
AUTO00766,Voice Solution,WhatsApp Trigger,Success,,3.62,Pune,23-11-2025 15:39
AUTO00767,Voice Solution,WhatsApp Trigger,Success,,1.35,Chennai,02-01-2026 11:12
AUTO00768,Voice Solution,Email Trigger,Success,,2.51,Pune,23-03-2026 20:09
AUTO00769,Voice Solution,Call Summary Generation,Success,,1.88,Mumbai,02-04-2026 10:17
AUTO00770,Voice Solution,Call Summary Generation,Success,,3.44,Mumbai,25-03-2026 15:05
AUTO00771,Voice Solution,Lead Qualification,Failed,Data Validation Error,2.82,Chennai,13-06-2026 15:29
AUTO00772,Voice Solution,Email Trigger,Success,,1.8,Hyderabad,12-02-2026 12:29
AUTO00773,Voice Solution,Lead Qualification,Success,,9.48,Hyderabad,12-02-2026 15:29
AUTO00774,Voice Solution,WhatsApp Trigger,Success,,0.78,Chennai,09-12-2025 11:39
AUTO00775,Voice Solution,Call Summary Generation,Success,,1.48,Chennai,17-05-2026 18:55
AUTO00776,Voice Solution,Call Summary Generation,Success,,3.27,Hyderabad,14-03-2026 14:49
AUTO00777,Voice Solution,Lead Qualification,Success,,5.37,Hyderabad,06-01-2026 17:12
AUTO00778,Voice Solution,CRM Update,Failed,API Error,4.78,Hyderabad,28-04-2026 19:39
AUTO00779,Voice Solution,Email Trigger,Success,,0.98,Hyderabad,12-12-2025 09:13
AUTO00780,Voice Solution,Email Trigger,Success,,7.16,Pune,15-11-2025 15:42
AUTO00781,Voice Solution,Email Trigger,Success,,3.51,Pune,19-02-2026 14:00
AUTO00782,Voice Solution,Call Summary Generation,Failed,Data Validation Error,2.64,Delhi,06-04-2026 18:55
AUTO00783,Voice Solution,Follow-up Trigger,Success,,2.93,Chennai,19-06-2026 10:28
AUTO00784,Voice Solution,Call Summary Generation,Failed,Timeout,9.37,Bangalore,06-04-2026 18:15
AUTO00785,Voice Solution,Follow-up Trigger,Success,,6.34,Delhi,08-12-2025 20:26
AUTO00786,Voice Solution,Call Summary Generation,Success,,1.08,Bangalore,05-02-2026 20:36
AUTO00787,Voice Solution,WhatsApp Trigger,Success,,2.45,Bangalore,12-07-2026 11:37
AUTO00788,Voice Solution,Call Summary Generation,Success,,4.66,Mumbai,15-05-2026 18:27
AUTO00789,Voice Solution,WhatsApp Trigger,Success,,7.44,Chennai,25-01-2026 20:53
AUTO00790,Voice Solution,Follow-up Trigger,Success,,1.69,Pune,10-11-2025 09:40
AUTO00791,Voice Solution,Email Trigger,Success,,2.46,Delhi,05-11-2025 09:59
AUTO00792,Voice Solution,Follow-up Trigger,Success,,3.01,Chennai,03-03-2026 15:50
AUTO00793,Voice Solution,Lead Qualification,Success,,8.1,Hyderabad,26-02-2026 15:31
AUTO00794,Voice Solution,Email Trigger,Success,,3.05,Chennai,08-04-2026 18:06
AUTO00795,Voice Solution,Call Summary Generation,Success,,2.34,Bangalore,16-06-2026 19:50
AUTO00796,Voice Solution,Call Summary Generation,Success,,2.73,Pune,04-06-2026 09:54
AUTO00797,Voice Solution,Call Summary Generation,Success,,5.17,Hyderabad,03-05-2026 11:44
AUTO00798,Voice Solution,Call Summary Generation,Success,,0.79,Chennai,15-11-2025 16:36
AUTO00799,Voice Solution,Call Summary Generation,Success,,6.36,Chennai,06-04-2026 19:50
AUTO00800,Voice Solution,Follow-up Trigger,Success,,1.68,Pune,16-03-2026 11:24
AUTO00801,Voice Solution,WhatsApp Trigger,Success,,2.59,Bangalore,06-04-2026 20:29
AUTO00802,Voice Solution,Follow-up Trigger,Failed,Timeout,1.45,Hyderabad,17-12-2025 20:06
AUTO00803,Voice Solution,CRM Update,Success,,1.6,Bangalore,22-04-2026 14:26
AUTO00804,Voice Solution,Follow-up Trigger,Failed,Messaging Delivery Error,5.62,Pune,10-03-2026 17:41
AUTO00805,Voice Solution,Email Trigger,Success,,1.9,Chennai,03-02-2026 13:47
AUTO00806,Voice Solution,Call Summary Generation,Success,,4.57,Delhi,23-02-2026 17:27
AUTO00807,Voice Solution,Follow-up Trigger,Success,,4.54,Delhi,01-07-2026 20:15
AUTO00808,Voice Solution,WhatsApp Trigger,Success,,3.68,Mumbai,08-01-2026 16:15
AUTO00809,Voice Solution,Call Summary Generation,Success,,4.87,Delhi,28-03-2026 09:57
AUTO00810,Voice Solution,Lead Qualification,Success,,1.33,Pune,11-11-2025 09:00
AUTO00811,Voice Solution,CRM Update,Success,,0.17,Pune,12-07-2026 14:31
AUTO00812,Voice Solution,Email Trigger,Success,,2.18,Pune,08-12-2025 13:12
AUTO00813,Voice Solution,WhatsApp Trigger,Success,,4.41,Hyderabad,14-03-2026 14:48
AUTO00814,Voice Solution,CRM Update,Success,,10.9,Mumbai,19-05-2026 10:23
AUTO00815,Voice Solution,Follow-up Trigger,Success,,3.73,Hyderabad,23-11-2025 09:47
AUTO00816,Voice Solution,CRM Update,Success,,4.05,Delhi,06-06-2026 14:50
AUTO00817,Voice Solution,Call Summary Generation,Success,,2.66,Delhi,21-03-2026 19:47
AUTO00818,Voice Solution,Call Summary Generation,Success,,4.18,Chennai,12-02-2026 11:22
AUTO00819,Voice Solution,Lead Qualification,Success,,2.48,Hyderabad,29-05-2026 17:36
AUTO00820,Voice Solution,CRM Update,Success,,1.03,Bangalore,19-02-2026 19:46
AUTO00821,Voice Solution,CRM Update,Success,,5.53,Chennai,12-02-2026 14:01
AUTO00822,Voice Solution,Call Summary Generation,Success,,4.81,Hyderabad,20-04-2026 09:31
AUTO00823,Voice Solution,Follow-up Trigger,Success,,3.56,Pune,13-03-2026 19:51
AUTO00824,Voice Solution,Follow-up Trigger,Success,,1.63,Mumbai,07-03-2026 11:47
AUTO00825,Voice Solution,Email Trigger,Success,,2.93,Hyderabad,14-02-2026 11:05
AUTO00826,Voice Solution,Follow-up Trigger,Success,,1.32,Mumbai,31-01-2026 14:17
AUTO00827,Voice Solution,CRM Update,Success,,1.81,Mumbai,21-12-2025 12:13
AUTO00828,Voice Solution,Lead Qualification,Failed,CRM Sync Error,3.52,Delhi,29-11-2025 14:34
AUTO00829,Voice Solution,Follow-up Trigger,Success,,2.79,Bangalore,02-06-2026 17:27
AUTO00830,Voice Solution,Call Summary Generation,Success,,0.96,Hyderabad,15-07-2026 14:27
AUTO00831,Voice Solution,Call Summary Generation,Success,,4.62,Bangalore,09-02-2026 10:37
AUTO00832,Voice Solution,Email Trigger,Success,,8.31,Mumbai,18-02-2026 15:55
AUTO00833,Voice Solution,Email Trigger,Success,,1.79,Delhi,01-05-2026 18:23
AUTO00834,Voice Solution,CRM Update,Success,,4.86,Bangalore,01-11-2025 12:33
AUTO00835,Voice Solution,Follow-up Trigger,Success,,2.35,Chennai,25-12-2025 10:56
AUTO00836,Voice Solution,Follow-up Trigger,Success,,6.38,Mumbai,29-03-2026 18:42
AUTO00837,Voice Solution,Email Trigger,Success,,3.87,Chennai,17-03-2026 10:44
AUTO00838,Voice Solution,Follow-up Trigger,Success,,1.66,Pune,21-05-2026 16:43
AUTO00839,Voice Solution,CRM Update,Success,,8.2,Bangalore,25-02-2026 09:44
AUTO00840,Voice Solution,Lead Qualification,Success,,4.27,Bangalore,03-04-2026 17:59
AUTO00841,Voice Solution,Call Summary Generation,Success,,3.67,Bangalore,02-01-2026 17:28
AUTO00842,Voice Solution,CRM Update,Success,,1.05,Pune,02-07-2026 20:31
AUTO00843,Voice Solution,Follow-up Trigger,Success,,1.9,Hyderabad,25-11-2025 18:59
AUTO00844,Voice Solution,CRM Update,Success,,6.92,Mumbai,29-01-2026 18:07
AUTO00845,Voice Solution,Call Summary Generation,Success,,3.39,Mumbai,14-01-2026 10:00
AUTO00846,Voice Solution,WhatsApp Trigger,Failed,Data Validation Error,3.92,Mumbai,29-05-2026 16:51
AUTO00847,Voice Solution,Call Summary Generation,Success,,4.05,Hyderabad,17-11-2025 18:00
AUTO00848,Voice Solution,Call Summary Generation,Failed,API Error,2.65,Bangalore,08-03-2026 14:29
AUTO00849,Voice Solution,WhatsApp Trigger,Success,,1.43,Bangalore,09-07-2026 08:02
AUTO00850,Voice Solution,Follow-up Trigger,Success,,1.68,Pune,28-04-2026 18:29
AUTO00851,Voice Solution,Follow-up Trigger,Success,,8.05,Chennai,01-05-2026 12:27
AUTO00852,Voice Solution,Lead Qualification,Success,,0.78,Hyderabad,01-04-2026 08:50
AUTO00853,Voice Solution,Call Summary Generation,Success,,0.81,Delhi,25-11-2025 19:47
AUTO00854,Voice Solution,CRM Update,Success,,1.67,Hyderabad,29-04-2026 15:16
AUTO00855,Voice Solution,Lead Qualification,Success,,2.31,Pune,17-05-2026 12:53
AUTO00856,Voice Solution,Follow-up Trigger,Success,,1.3,Chennai,10-04-2026 16:09
AUTO00857,Voice Solution,Follow-up Trigger,Success,,4.14,Chennai,26-04-2026 12:43
AUTO00858,Voice Solution,Email Trigger,Success,,2.73,Chennai,02-01-2026 12:09
AUTO00859,Voice Solution,Lead Qualification,Success,,3.67,Bangalore,30-03-2026 19:33
AUTO00860,Voice Solution,Follow-up Trigger,Success,,1.96,Delhi,03-04-2026 11:14
AUTO00861,Voice Solution,WhatsApp Trigger,Success,,4.85,Chennai,05-04-2026 08:47
AUTO00862,Voice Solution,Email Trigger,Success,,1.46,Mumbai,19-12-2025 12:26
AUTO00863,Voice Solution,CRM Update,Success,,4.02,Bangalore,23-01-2026 15:30
AUTO00864,Voice Solution,Email Trigger,Success,,2.83,Delhi,26-04-2026 17:22
AUTO00865,Voice Solution,Call Summary Generation,Failed,Timeout,9.23,Mumbai,28-03-2026 19:13
AUTO00866,Voice Solution,Call Summary Generation,Success,,6.42,Delhi,26-02-2026 14:35
AUTO00867,Voice Solution,CRM Update,Success,,4.46,Pune,02-01-2026 15:15
AUTO00868,Voice Solution,WhatsApp Trigger,Success,,1.6,Delhi,08-05-2026 10:32
AUTO00869,Voice Solution,CRM Update,Success,,7.43,Mumbai,19-12-2025 15:33
AUTO00870,Voice Solution,Lead Qualification,Success,,2.74,Hyderabad,15-07-2026 18:57
AUTO00871,Voice Solution,CRM Update,Success,,1.85,Delhi,12-06-2026 10:03
AUTO00872,Voice Solution,CRM Update,Success,,3.03,Hyderabad,21-03-2026 13:56
AUTO00873,Voice Solution,Email Trigger,Success,,8.62,Delhi,03-06-2026 17:18
AUTO00874,Voice Solution,WhatsApp Trigger,Success,,0.8,Pune,30-05-2026 12:55
AUTO00875,Voice Solution,CRM Update,Success,,1.57,Mumbai,02-12-2025 09:12
AUTO00876,Voice Solution,Lead Qualification,Success,,1.06,Delhi,07-04-2026 15:54
AUTO00877,Voice Solution,Email Trigger,Success,,1.3,Chennai,24-03-2026 16:55
