interaction_id,product,sales_rep,region,customer_segment,use_case,session_duration_mins,suggestions_generated,suggestions_used,objections_detected,objections_assisted,ai_confidence_percent,customer_sentiment,conversion_status,interaction_date
SHERPA00352,Sherpa AI,Rep 14,Bangalore,SMB,Service Support,16.7,8,6,3,2,88.2,Positive,Not Converted,2026-06-03 14:25:29
SHERPA00353,Sherpa AI,Rep 18,Chennai,SMB,Product Discovery,16.3,8,6,3,2,94.2,Negative,Converted,2026-04-01 18:22:15
SHERPA00354,Sherpa AI,Rep 38,Delhi,SMB,Sales Consultation,17.3,11,7,5,4,85.5,Negative,Converted,2026-03-26 18:13:04
SHERPA00355,Sherpa AI,Rep 37,Pune,Enterprise,Guided Demo,14.5,5,4,4,3,90.9,Neutral,Not Converted,2026-05-17 12:35:20
SHERPA00356,Sherpa AI,Rep 34,Chennai,Enterprise,Sales Consultation,9.5,7,5,2,2,83.0,Neutral,Converted,2025-11-18 10:59:24
SHERPA00357,Sherpa AI,Rep 45,Delhi,Enterprise,Service Support,9.3,9,6,3,2,91.9,Neutral,Not Converted,2026-06-22 18:38:02
SHERPA00358,Sherpa AI,Rep 23,Delhi,Mid-Market,Objection Handling,10.1,11,8,6,5,82.0,Positive,Follow-up,2026-03-20 12:41:04
SHERPA00359,Sherpa AI,Rep 32,Hyderabad,SMB,Guided Demo,17.5,6,4,3,2,84.9,Neutral,Converted,2026-03-12 17:04:19
SHERPA00360,Sherpa AI,Rep 46,Mumbai,Mid-Market,Service Support,14.1,6,4,5,3,96.1,Neutral,Converted,2026-02-19 15:14:54
SHERPA00361,Sherpa AI,Rep 3,Hyderabad,Mid-Market,Guided Demo,13.7,9,5,1,1,96.8,Neutral,Converted,2025-11-06 17:46:15
SHERPA00362,Sherpa AI,Rep 43,Pune,SMB,Objection Handling,17.8,5,3,3,2,82.8,Neutral,Not Converted,2026-01-08 10:46:12
SHERPA00363,Sherpa AI,Rep 22,Chennai,Enterprise,Product Discovery,17.8,10,6,5,4,85.5,Neutral,Follow-up,2026-01-24 17:51:38
SHERPA00364,Sherpa AI,Rep 23,Hyderabad,SMB,Product Discovery,17.3,7,4,3,2,90.2,Neutral,Not Converted,2026-01-26 16:42:33
SHERPA00365,Sherpa AI,Rep 4,Pune,SMB,Product Discovery,10.2,8,4,3,3,94.6,Positive,Not Converted,2026-05-10 12:19:49
SHERPA00366,Sherpa AI,Rep 13,Delhi,Enterprise,Objection Handling,18.1,12,8,2,1,82.2,Positive,Converted,2026-05-22 16:33:24
SHERPA00367,Sherpa AI,Rep 32,Chennai,Enterprise,Sales Consultation,13.8,9,5,6,3,91.6,Negative,Converted,2026-03-22 13:23:09
SHERPA00368,Sherpa AI,Rep 29,Hyderabad,Enterprise,Objection Handling,15.1,6,4,3,2,84.7,Neutral,Converted,2025-11-14 14:27:26
SHERPA00369,Sherpa AI,Rep 40,Bangalore,SMB,Objection Handling,16.1,9,5,3,2,91.1,Negative,Not Converted,2026-03-04 16:23:43
SHERPA00370,Sherpa AI,Rep 40,Pune,Enterprise,Service Support,13.1,9,5,3,2,90.2,Neutral,Converted,2025-12-29 12:23:18
SHERPA00371,Sherpa AI,Rep 45,Pune,SMB,Product Discovery,17.7,9,6,3,2,89.2,Neutral,Follow-up,2025-11-25 13:05:54
SHERPA00372,Sherpa AI,Rep 10,Mumbai,Mid-Market,Guided Demo,14.5,6,4,6,5,93.7,Positive,Not Converted,2026-05-18 13:18:07
SHERPA00373,Sherpa AI,Rep 13,Bangalore,SMB,Sales Consultation,21.4,5,4,1,1,93.1,Positive,Converted,2026-06-25 18:46:42
SHERPA00374,Sherpa AI,Rep 45,Chennai,SMB,Guided Demo,12.8,4,3,4,2,82.8,Neutral,Not Converted,2026-07-04 13:14:32
SHERPA00375,Sherpa AI,Rep 17,Hyderabad,SMB,Service Support,13.9,11,7,4,3,93.0,Positive,Follow-up,2026-03-05 11:48:39
SHERPA00376,Sherpa AI,Rep 38,Delhi,Mid-Market,Service Support,18.5,12,9,3,2,95.8,Neutral,Converted,2026-05-01 10:27:08
SHERPA00377,Sherpa AI,Rep 2,Hyderabad,Enterprise,Sales Consultation,8.7,10,6,1,1,84.5,Neutral,Converted,2026-04-04 16:38:34
SHERPA00378,Sherpa AI,Rep 17,Chennai,Enterprise,Guided Demo,15.1,9,6,3,2,83.2,Positive,Not Converted,2025-11-06 16:00:46
SHERPA00379,Sherpa AI,Rep 44,Chennai,Mid-Market,Sales Consultation,8.2,9,5,2,1,94.9,Neutral,Not Converted,2026-02-10 12:38:51
SHERPA00380,Sherpa AI,Rep 26,Chennai,Mid-Market,Sales Consultation,19.3,5,3,4,2,88.7,Positive,Converted,2026-04-24 15:05:27
SHERPA00381,Sherpa AI,Rep 38,Chennai,SMB,Product Discovery,12.8,7,5,4,3,94.9,Positive,Follow-up,2026-03-07 15:26:29
SHERPA00382,Sherpa AI,Rep 37,Pune,SMB,Guided Demo,21.9,5,2,5,3,89.4,Positive,Not Converted,2026-04-05 09:18:58
SHERPA00383,Sherpa AI,Rep 5,Hyderabad,Enterprise,Product Discovery,18.3,10,5,3,2,85.2,Negative,Follow-up,2026-05-19 10:03:53
SHERPA00384,Sherpa AI,Rep 25,Bangalore,SMB,Product Discovery,13.6,6,4,4,2,84.5,Positive,Converted,2025-12-25 10:00:29
SHERPA00385,Sherpa AI,Rep 9,Delhi,Enterprise,Product Discovery,17.9,7,5,5,4,87.7,Positive,Follow-up,2026-03-05 14:19:41
SHERPA00386,Sherpa AI,Rep 28,Delhi,Enterprise,Objection Handling,14.3,8,4,5,3,95.9,Positive,Converted,2026-05-30 11:26:41
SHERPA00387,Sherpa AI,Rep 22,Mumbai,SMB,Service Support,16.9,8,6,4,2,95.8,Positive,Converted,2026-07-22 11:45:27
SHERPA00388,Sherpa AI,Rep 29,Pune,SMB,Service Support,11.7,11,7,5,4,87.0,Neutral,Follow-up,2026-04-04 09:15:26
SHERPA00389,Sherpa AI,Rep 35,Chennai,Enterprise,Objection Handling,18.3,5,3,3,2,93.2,Positive,Converted,2025-12-10 17:08:12
SHERPA00390,Sherpa AI,Rep 20,Chennai,SMB,Sales Consultation,15.7,8,4,2,2,84.7,Neutral,Follow-up,2026-06-23 18:30:17
SHERPA00391,Sherpa AI,Rep 5,Chennai,SMB,Guided Demo,14.2,8,6,1,1,83.6,Positive,Not Converted,2026-06-12 13:50:25
SHERPA00392,Sherpa AI,Rep 39,Pune,Enterprise,Guided Demo,21.1,6,3,2,1,83.4,Neutral,Follow-up,2026-04-26 17:35:01
SHERPA00393,Sherpa AI,Rep 44,Bangalore,Mid-Market,Guided Demo,9.7,8,6,5,4,92.6,Positive,Not Converted,2026-07-05 15:45:50
SHERPA00394,Sherpa AI,Rep 32,Chennai,SMB,Product Discovery,21.5,11,5,5,4,90.5,Negative,Follow-up,2026-03-05 13:12:11
SHERPA00395,Sherpa AI,Rep 39,Mumbai,SMB,Guided Demo,16.9,11,7,2,1,96.0,Positive,Converted,2026-04-19 09:38:09
SHERPA00396,Sherpa AI,Rep 10,Mumbai,Mid-Market,Guided Demo,12.5,9,5,3,3,93.5,Neutral,Not Converted,2026-07-28 15:34:02
SHERPA00397,Sherpa AI,Rep 40,Bangalore,Enterprise,Guided Demo,8.8,5,2,4,3,87.0,Neutral,Follow-up,2026-02-06 12:08:50
SHERPA00398,Sherpa AI,Rep 17,Pune,SMB,Service Support,16.5,11,6,3,2,95.9,Neutral,Follow-up,2026-04-29 09:20:59
SHERPA00399,Sherpa AI,Rep 37,Chennai,SMB,Objection Handling,17.0,5,3,2,2,85.3,Neutral,Converted,2025-12-23 14:15:16
SHERPA00400,Sherpa AI,Rep 15,Hyderabad,Mid-Market,Sales Consultation,11.5,10,7,1,1,90.6,Positive,Not Converted,2026-06-19 15:43:57
SHERPA00401,Sherpa AI,Rep 9,Hyderabad,Enterprise,Objection Handling,17.3,8,6,2,2,96.0,Neutral,Not Converted,2026-03-14 14:55:42
SHERPA00402,Sherpa AI,Rep 32,Delhi,SMB,Guided Demo,21.2,6,4,5,4,89.7,Positive,Converted,2026-06-09 16:31:14
SHERPA00403,Sherpa AI,Rep 23,Bangalore,SMB,Sales Consultation,15.6,8,5,5,4,93.8,Neutral,Not Converted,2026-05-25 15:23:02
SHERPA00404,Sherpa AI,Rep 11,Hyderabad,SMB,Sales Consultation,21.1,5,4,5,3,90.5,Negative,Follow-up,2026-05-16 10:57:32
SHERPA00405,Sherpa AI,Rep 13,Delhi,SMB,Objection Handling,9.3,8,5,3,2,96.4,Negative,Converted,2026-03-05 13:18:20
SHERPA00406,Sherpa AI,Rep 18,Mumbai,SMB,Objection Handling,17.1,9,7,2,1,93.5,Positive,Not Converted,2026-03-02 14:04:21
SHERPA00407,Sherpa AI,Rep 49,Delhi,SMB,Objection Handling,20.6,6,3,3,2,92.4,Positive,Follow-up,2026-04-11 11:31:44
SHERPA00408,Sherpa AI,Rep 9,Chennai,SMB,Objection Handling,10.0,10,6,2,2,93.0,Positive,Converted,2026-03-15 12:54:23
SHERPA00409,Sherpa AI,Rep 42,Chennai,SMB,Product Discovery,15.6,6,4,4,3,82.9,Positive,Not Converted,2026-03-25 14:43:38
SHERPA00410,Sherpa AI,Rep 5,Mumbai,SMB,Service Support,8.5,7,4,5,3,96.9,Positive,Follow-up,2026-05-04 14:10:46
SHERPA00411,Sherpa AI,Rep 43,Bangalore,SMB,Service Support,17.3,5,4,1,1,94.1,Positive,Follow-up,2026-03-15 15:17:13
SHERPA00412,Sherpa AI,Rep 22,Pune,SMB,Guided Demo,20.9,8,5,5,3,90.7,Negative,Follow-up,2026-05-28 15:52:27
SHERPA00413,Sherpa AI,Rep 32,Chennai,Enterprise,Product Discovery,8.6,4,2,3,2,95.8,Neutral,Follow-up,2025-11-19 17:14:37
SHERPA00414,Sherpa AI,Rep 47,Chennai,Mid-Market,Sales Consultation,19.1,8,4,2,1,86.6,Neutral,Converted,2026-02-26 17:17:52
SHERPA00415,Sherpa AI,Rep 2,Delhi,Enterprise,Objection Handling,15.0,8,4,4,3,83.6,Positive,Not Converted,2026-04-30 09:53:07
SHERPA00416,Sherpa AI,Rep 21,Delhi,Mid-Market,Guided Demo,21.8,9,5,4,3,94.2,Neutral,Follow-up,2026-06-03 16:54:27
SHERPA00417,Sherpa AI,Rep 28,Delhi,Enterprise,Sales Consultation,19.7,10,6,6,4,84.1,Negative,Converted,2026-05-11 16:06:43
SHERPA00418,Sherpa AI,Rep 24,Hyderabad,SMB,Service Support,10.0,9,6,3,2,83.8,Neutral,Converted,2026-02-18 16:28:05
SHERPA00419,Sherpa AI,Rep 24,Mumbai,Mid-Market,Sales Consultation,8.6,6,4,3,2,95.9,Positive,Follow-up,2025-11-03 09:55:07
SHERPA00420,Sherpa AI,Rep 14,Bangalore,Enterprise,Objection Handling,14.8,4,3,3,2,82.2,Positive,Follow-up,2026-07-14 16:14:51
SHERPA00421,Sherpa AI,Rep 37,Delhi,Mid-Market,Objection Handling,13.8,5,3,2,2,95.3,Negative,Not Converted,2026-03-23 14:13:28
SHERPA00422,Sherpa AI,Rep 27,Bangalore,Enterprise,Service Support,15.3,9,6,4,2,91.6,Positive,Follow-up,2026-02-15 16:07:01
SHERPA00423,Sherpa AI,Rep 24,Delhi,SMB,Objection Handling,15.0,6,5,3,2,84.7,Neutral,Follow-up,2025-11-21 09:14:04
SHERPA00424,Sherpa AI,Rep 6,Chennai,Mid-Market,Product Discovery,11.3,11,7,5,3,82.1,Positive,Follow-up,2026-01-19 14:30:35
SHERPA00425,Sherpa AI,Rep 26,Bangalore,Mid-Market,Guided Demo,15.6,4,2,1,1,93.4,Positive,Follow-up,2025-11-06 17:58:06
SHERPA00426,Sherpa AI,Rep 15,Hyderabad,SMB,Service Support,19.2,5,4,4,2,84.9,Neutral,Not Converted,2026-02-08 11:58:17
SHERPA00427,Sherpa AI,Rep 29,Delhi,Mid-Market,Service Support,8.6,7,5,3,2,92.1,Positive,Follow-up,2025-11-22 10:43:56
SHERPA00428,Sherpa AI,Rep 36,Pune,SMB,Sales Consultation,18.6,7,4,3,2,94.1,Positive,Not Converted,2026-07-23 16:36:50
SHERPA00429,Sherpa AI,Rep 10,Mumbai,Mid-Market,Service Support,14.8,5,3,6,3,93.8,Positive,Follow-up,2026-05-28 18:26:15
SHERPA00430,Sherpa AI,Rep 28,Chennai,Mid-Market,Guided Demo,10.8,4,3,4,3,86.9,Negative,Follow-up,2026-07-26 10:23:16
SHERPA00431,Sherpa AI,Rep 9,Delhi,Mid-Market,Product Discovery,18.3,8,4,4,3,83.5,Positive,Converted,2026-02-28 14:54:43
SHERPA00432,Sherpa AI,Rep 21,Bangalore,Enterprise,Sales Consultation,20.5,10,6,2,1,89.3,Neutral,Converted,2026-06-09 12:21:41
SHERPA00433,Sherpa AI,Rep 10,Delhi,Enterprise,Guided Demo,18.1,5,4,3,2,84.0,Positive,Converted,2026-01-19 17:38:18
SHERPA00434,Sherpa AI,Rep 4,Chennai,Enterprise,Service Support,8.8,8,6,2,1,92.4,Neutral,Follow-up,2026-06-09 17:36:42
SHERPA00435,Sherpa AI,Rep 4,Mumbai,SMB,Objection Handling,20.4,5,4,3,2,87.2,Negative,Follow-up,2026-06-01 12:32:29
SHERPA00436,Sherpa AI,Rep 6,Mumbai,SMB,Objection Handling,21.6,7,5,3,2,84.5,Positive,Not Converted,2025-11-15 14:10:23
SHERPA00437,Sherpa AI,Rep 26,Mumbai,Enterprise,Guided Demo,16.3,11,5,6,4,96.9,Positive,Not Converted,2026-03-17 15:29:37
SHERPA00438,Sherpa AI,Rep 40,Pune,Mid-Market,Product Discovery,12.6,10,5,5,4,85.7,Positive,Follow-up,2026-04-19 14:29:51
SHERPA00439,Sherpa AI,Rep 16,Chennai,SMB,Objection Handling,8.1,7,5,3,2,90.6,Neutral,Converted,2026-02-21 10:28:10
SHERPA00440,Sherpa AI,Rep 8,Pune,Enterprise,Guided Demo,15.4,9,4,3,2,82.5,Positive,Converted,2026-07-05 14:01:30
SHERPA00441,Sherpa AI,Rep 28,Pune,Mid-Market,Sales Consultation,15.8,8,6,5,3,85.6,Positive,Not Converted,2026-04-04 17:49:34
SHERPA00442,Sherpa AI,Rep 16,Delhi,Mid-Market,Service Support,17.1,4,3,5,3,86.4,Positive,Follow-up,2026-01-09 17:00:33
SHERPA00443,Sherpa AI,Rep 38,Chennai,SMB,Product Discovery,18.5,5,3,2,2,94.9,Positive,Follow-up,2026-06-18 15:26:35
SHERPA00444,Sherpa AI,Rep 49,Chennai,Mid-Market,Product Discovery,19.1,4,2,4,3,88.1,Positive,Converted,2025-12-09 09:05:40
SHERPA00445,Sherpa AI,Rep 1,Delhi,SMB,Sales Consultation,20.5,7,4,4,3,83.1,Neutral,Converted,2026-01-23 11:40:55
SHERPA00446,Sherpa AI,Rep 19,Hyderabad,Mid-Market,Product Discovery,15.6,7,3,3,2,96.2,Neutral,Not Converted,2026-04-22 10:33:23
SHERPA00447,Sherpa AI,Rep 50,Pune,Mid-Market,Guided Demo,8.8,11,8,2,2,93.0,Positive,Follow-up,2026-03-10 13:46:54
SHERPA00448,Sherpa AI,Rep 17,Mumbai,Mid-Market,Product Discovery,16.7,10,7,5,3,87.5,Neutral,Not Converted,2025-12-22 10:46:57
SHERPA00449,Sherpa AI,Rep 49,Bangalore,Mid-Market,Product Discovery,10.9,7,4,4,2,92.6,Neutral,Not Converted,2026-05-22 17:08:41
SHERPA00450,Sherpa AI,Rep 28,Pune,Enterprise,Product Discovery,16.1,12,6,2,1,96.1,Neutral,Converted,2026-05-22 10:11:08
SHERPA00451,Sherpa AI,Rep 44,Bangalore,SMB,Guided Demo,11.7,12,6,5,3,87.3,Neutral,Follow-up,2026-03-12 12:37:20
SHERPA00452,Sherpa AI,Rep 12,Delhi,Enterprise,Service Support,15.4,9,5,1,1,89.3,Neutral,Converted,2026-01-11 14:57:34
SHERPA00453,Sherpa AI,Rep 6,Bangalore,SMB,Objection Handling,16.7,5,3,4,3,86.4,Neutral,Converted,2026-02-20 17:47:56
SHERPA00454,Sherpa AI,Rep 7,Hyderabad,Mid-Market,Product Discovery,20.5,9,7,4,4,83.0,Neutral,Follow-up,2026-02-20 13:43:48
SHERPA00455,Sherpa AI,Rep 8,Chennai,Mid-Market,Sales Consultation,9.5,8,4,6,4,96.3,Positive,Follow-up,2026-05-11 11:29:58
SHERPA00456,Sherpa AI,Rep 3,Mumbai,Enterprise,Sales Consultation,16.8,6,4,3,3,89.8,Positive,Not Converted,2026-06-08 12:57:55
SHERPA00457,Sherpa AI,Rep 49,Bangalore,Mid-Market,Guided Demo,14.2,7,5,4,2,87.2,Positive,Not Converted,2026-03-22 18:31:33
SHERPA00458,Sherpa AI,Rep 21,Bangalore,SMB,Service Support,21.3,7,4,1,1,85.5,Neutral,Converted,2026-07-01 13:28:23
SHERPA00459,Sherpa AI,Rep 8,Delhi,SMB,Product Discovery,16.3,9,5,3,2,86.9,Positive,Converted,2026-04-16 12:23:43
SHERPA00460,Sherpa AI,Rep 28,Delhi,SMB,Guided Demo,19.1,10,7,3,2,84.0,Neutral,Converted,2026-03-26 14:45:05
SHERPA00461,Sherpa AI,Rep 30,Chennai,Mid-Market,Objection Handling,8.7,5,3,3,3,93.5,Positive,Not Converted,2026-02-18 11:59:18
SHERPA00462,Sherpa AI,Rep 32,Mumbai,Enterprise,Service Support,12.0,6,4,2,2,92.7,Neutral,Converted,2026-07-25 10:46:57
SHERPA00463,Sherpa AI,Rep 11,Bangalore,SMB,Service Support,11.3,12,9,5,4,84.3,Positive,Follow-up,2026-03-20 11:48:48
SHERPA00464,Sherpa AI,Rep 20,Chennai,SMB,Guided Demo,15.9,4,2,1,1,84.8,Neutral,Converted,2026-07-27 15:23:07
SHERPA00465,Sherpa AI,Rep 50,Mumbai,Mid-Market,Sales Consultation,10.3,5,3,3,2,90.1,Neutral,Not Converted,2026-04-13 17:07:16
SHERPA00466,Sherpa AI,Rep 16,Chennai,Enterprise,Service Support,14.4,6,5,3,2,84.2,Positive,Not Converted,2026-01-13 18:36:42
SHERPA00467,Sherpa AI,Rep 25,Bangalore,SMB,Sales Consultation,17.9,5,2,4,4,87.0,Positive,Not Converted,2025-11-29 17:05:37
SHERPA00468,Sherpa AI,Rep 45,Delhi,SMB,Service Support,10.1,8,4,6,5,90.6,Neutral,Converted,2026-05-30 13:44:07
SHERPA00469,Sherpa AI,Rep 9,Delhi,Mid-Market,Service Support,20.6,7,5,3,2,93.0,Positive,Follow-up,2025-12-14 17:00:07
SHERPA00470,Sherpa AI,Rep 39,Delhi,Mid-Market,Service Support,14.2,6,4,3,2,94.6,Neutral,Not Converted,2026-04-03 11:20:41
SHERPA00471,Sherpa AI,Rep 49,Hyderabad,SMB,Objection Handling,21.1,5,2,4,3,85.3,Negative,Follow-up,2026-02-24 11:40:06
SHERPA00472,Sherpa AI,Rep 40,Chennai,Enterprise,Sales Consultation,9.2,6,3,3,2,92.1,Neutral,Not Converted,2026-01-26 18:19:05
SHERPA00473,Sherpa AI,Rep 40,Bangalore,Mid-Market,Objection Handling,20.7,7,4,2,1,96.2,Neutral,Converted,2026-07-11 14:06:05
SHERPA00474,Sherpa AI,Rep 3,Chennai,Enterprise,Sales Consultation,12.0,6,3,5,3,87.6,Neutral,Not Converted,2026-06-27 16:46:41
SHERPA00475,Sherpa AI,Rep 16,Delhi,Enterprise,Objection Handling,14.2,6,5,4,2,92.9,Neutral,Not Converted,2025-12-20 09:39:05
SHERPA00476,Sherpa AI,Rep 12,Pune,SMB,Objection Handling,13.9,9,6,2,2,96.6,Negative,Follow-up,2026-07-27 18:08:19
SHERPA00477,Sherpa AI,Rep 15,Pune,Mid-Market,Objection Handling,14.6,11,5,4,2,85.1,Positive,Follow-up,2026-05-23 18:19:30
SHERPA00478,Sherpa AI,Rep 4,Chennai,SMB,Guided Demo,9.2,10,8,1,1,93.3,Positive,Converted,2026-01-31 12:05:15
SHERPA00479,Sherpa AI,Rep 23,Mumbai,Mid-Market,Objection Handling,18.6,6,5,3,2,92.7,Positive,Converted,2026-07-21 11:47:24
SHERPA00480,Sherpa AI,Rep 27,Pune,SMB,Service Support,19.6,6,3,3,2,82.6,Neutral,Converted,2026-05-18 17:12:36
SHERPA00481,Sherpa AI,Rep 39,Pune,Mid-Market,Product Discovery,8.0,10,6,4,3,82.4,Positive,Follow-up,2026-01-31 14:40:57
SHERPA00482,Sherpa AI,Rep 43,Chennai,Enterprise,Objection Handling,20.5,6,5,4,3,91.8,Negative,Converted,2025-12-06 16:35:45
SHERPA00483,Sherpa AI,Rep 37,Hyderabad,SMB,Product Discovery,11.9,7,4,4,2,83.8,Positive,Not Converted,2026-02-11 13:20:07
SHERPA00484,Sherpa AI,Rep 13,Hyderabad,Enterprise,Product Discovery,20.2,10,5,4,3,90.5,Neutral,Not Converted,2026-02-23 13:29:54
SHERPA00485,Sherpa AI,Rep 43,Delhi,Mid-Market,Service Support,16.1,9,5,4,2,89.7,Positive,Not Converted,2026-04-10 10:16:12
SHERPA00486,Sherpa AI,Rep 37,Bangalore,Mid-Market,Product Discovery,9.9,10,5,1,1,95.2,Positive,Converted,2026-04-15 10:36:08
SHERPA00487,Sherpa AI,Rep 40,Mumbai,Enterprise,Product Discovery,12.1,5,3,3,3,87.3,Positive,Converted,2026-01-03 11:15:11
SHERPA00488,Sherpa AI,Rep 21,Bangalore,Enterprise,Product Discovery,9.3,9,7,4,3,84.7,Positive,Not Converted,2026-05-15 09:29:08
SHERPA00489,Sherpa AI,Rep 29,Bangalore,SMB,Sales Consultation,12.2,8,5,4,3,92.3,Positive,Converted,2026-07-18 12:36:33
SHERPA00490,Sherpa AI,Rep 29,Mumbai,Mid-Market,Objection Handling,8.2,9,6,2,1,94.3,Negative,Converted,2026-01-25 12:53:40
SHERPA00491,Sherpa AI,Rep 49,Hyderabad,Mid-Market,Objection Handling,9.4,6,3,3,2,95.7,Positive,Converted,2025-11-14 09:01:05
SHERPA00492,Sherpa AI,Rep 11,Pune,Mid-Market,Product Discovery,19.6,6,3,2,2,91.2,Neutral,Not Converted,2026-03-17 11:02:15
SHERPA00493,Sherpa AI,Rep 50,Delhi,Mid-Market,Service Support,14.4,9,6,4,3,83.7,Positive,Not Converted,2026-05-15 13:21:19
SHERPA00494,Sherpa AI,Rep 28,Chennai,SMB,Sales Consultation,13.1,4,3,4,3,86.7,Positive,Converted,2025-11-18 13:49:41
SHERPA00495,Sherpa AI,Rep 10,Hyderabad,SMB,Service Support,17.9,10,7,4,3,87.1,Neutral,Converted,2026-04-10 15:32:33
SHERPA00496,Sherpa AI,Rep 5,Delhi,Enterprise,Service Support,11.2,5,4,2,2,84.1,Positive,Converted,2026-05-18 15:33:08
SHERPA00497,Sherpa AI,Rep 25,Pune,SMB,Product Discovery,9.1,6,3,2,2,93.8,Negative,Not Converted,2026-05-15 16:56:19
SHERPA00498,Sherpa AI,Rep 33,Hyderabad,Mid-Market,Guided Demo,15.2,10,7,1,1,93.9,Neutral,Converted,2026-04-17 13:51:05
SHERPA00499,Sherpa AI,Rep 17,Mumbai,Mid-Market,Product Discovery,18.6,4,2,2,1,92.0,Positive,Not Converted,2026-07-16 14:11:25
SHERPA00500,Sherpa AI,Rep 49,Bangalore,Mid-Market,Guided Demo,12.9,11,8,2,2,84.8,Neutral,Converted,2026-03-28 15:27:43
SHERPA00501,Sherpa AI,Rep 33,Mumbai,Mid-Market,Sales Consultation,10.2,5,4,5,4,87.2,Positive,Follow-up,2026-01-27 16:45:09
SHERPA00502,Sherpa AI,Rep 25,Pune,Enterprise,Guided Demo,16.1,7,5,2,1,83.5,Neutral,Converted,2026-06-07 09:17:24
SHERPA00503,Sherpa AI,Rep 33,Chennai,Mid-Market,Product Discovery,15.5,4,2,2,1,95.5,Neutral,Follow-up,2025-11-18 13:47:37
SHERPA00504,Sherpa AI,Rep 9,Mumbai,Enterprise,Product Discovery,13.1,11,5,2,1,92.6,Neutral,Follow-up,2026-01-13 14:42:43
SHERPA00505,Sherpa AI,Rep 27,Pune,Enterprise,Service Support,13.3,9,5,6,3,87.3,Positive,Not Converted,2026-05-25 17:17:52
SHERPA00506,Sherpa AI,Rep 25,Bangalore,SMB,Product Discovery,9.5,5,3,1,1,83.9,Positive,Follow-up,2025-11-12 12:42:17
SHERPA00507,Sherpa AI,Rep 4,Hyderabad,Mid-Market,Product Discovery,12.6,6,4,5,4,82.6,Neutral,Converted,2026-03-23 15:18:07
SHERPA00508,Sherpa AI,Rep 9,Delhi,Mid-Market,Objection Handling,14.2,5,3,4,2,96.6,Negative,Converted,2026-01-31 11:12:13
SHERPA00509,Sherpa AI,Rep 46,Pune,Mid-Market,Objection Handling,19.8,8,4,5,3,83.0,Negative,Converted,2026-04-13 16:02:40
SHERPA00510,Sherpa AI,Rep 15,Pune,SMB,Service Support,9.5,7,5,2,2,89.4,Positive,Converted,2025-12-27 17:19:59
SHERPA00511,Sherpa AI,Rep 16,Chennai,Mid-Market,Guided Demo,16.3,6,4,1,1,88.0,Neutral,Converted,2026-07-26 15:43:31
SHERPA00512,Sherpa AI,Rep 16,Hyderabad,Mid-Market,Guided Demo,12.7,6,5,6,3,96.6,Negative,Not Converted,2026-05-24 13:37:21
SHERPA00513,Sherpa AI,Rep 13,Pune,SMB,Objection Handling,11.9,9,7,2,2,92.9,Positive,Converted,2026-04-28 14:35:59
SHERPA00514,Sherpa AI,Rep 14,Pune,SMB,Sales Consultation,13.6,8,5,2,2,91.7,Neutral,Not Converted,2026-02-19 14:36:18
SHERPA00515,Sherpa AI,Rep 22,Delhi,SMB,Objection Handling,18.8,8,5,3,2,86.2,Positive,Converted,2026-05-28 09:45:08
SHERPA00516,Sherpa AI,Rep 21,Bangalore,Mid-Market,Sales Consultation,9.4,5,3,3,2,84.0,Positive,Not Converted,2026-01-13 16:04:36
SHERPA00517,Sherpa AI,Rep 9,Mumbai,SMB,Guided Demo,17.5,4,2,4,4,87.7,Positive,Follow-up,2026-02-21 18:51:15
SHERPA00518,Sherpa AI,Rep 41,Hyderabad,SMB,Objection Handling,18.7,6,4,2,1,93.3,Neutral,Not Converted,2026-03-26 14:15:08
SHERPA00519,Sherpa AI,Rep 4,Delhi,SMB,Product Discovery,12.8,8,4,3,2,85.9,Neutral,Not Converted,2026-07-08 10:05:17
SHERPA00520,Sherpa AI,Rep 10,Delhi,SMB,Sales Consultation,20.8,10,6,5,3,88.5,Neutral,Converted,2026-06-27 15:51:58
SHERPA00521,Sherpa AI,Rep 35,Mumbai,Mid-Market,Sales Consultation,15.8,7,4,3,2,82.5,Positive,Follow-up,2026-01-07 10:37:44
SHERPA00522,Sherpa AI,Rep 9,Hyderabad,SMB,Sales Consultation,18.0,11,6,5,3,84.0,Positive,Converted,2026-03-07 12:21:49
SHERPA00523,Sherpa AI,Rep 48,Hyderabad,Mid-Market,Guided Demo,16.0,6,3,3,2,92.3,Neutral,Follow-up,2025-11-14 18:25:23
SHERPA00524,Sherpa AI,Rep 16,Bangalore,Mid-Market,Service Support,21.6,8,6,3,2,89.4,Neutral,Not Converted,2026-01-18 18:20:48
SHERPA00525,Sherpa AI,Rep 49,Hyderabad,Enterprise,Product Discovery,8.6,8,5,5,3,82.4,Neutral,Converted,2025-12-23 15:00:33
SHERPA00526,Sherpa AI,Rep 18,Pune,Enterprise,Objection Handling,12.8,9,5,4,2,95.4,Positive,Follow-up,2026-07-26 17:38:40
SHERPA00527,Sherpa AI,Rep 10,Mumbai,Enterprise,Sales Consultation,11.5,5,3,2,1,91.9,Neutral,Follow-up,2026-02-19 11:14:29
SHERPA00528,Sherpa AI,Rep 21,Hyderabad,SMB,Guided Demo,12.7,10,6,6,3,86.6,Negative,Not Converted,2026-03-20 10:56:03
