call id,customer id,product,channel,followup channel,region,language,sentiment,call duration mins,ai accuracy percent,conversion,call outcome,call time
CALL00411,CONT00809,Voice Solution,Voice,Email,Mumbai,Marathi,Positive,18.58,98.61,0,Connected,22-12-2025 13:36
CALL00412,CONT00677,Voice Solution,Voice,WhatsApp,Bangalore,English,Neutral,2.44,80.75,1,Connected,24-03-2026 18:15
CALL00413,CONT00819,Voice Solution,Voice,WhatsApp,Pune,Tamil,Neutral,4.84,93.19,0,Connected,08-01-2026 15:23
CALL00414,CONT00271,Voice Solution,Voice,WhatsApp,Chennai,Marathi,Neutral,4.73,88.37,1,Connected,07-02-2026 16:20
CALL00415,CONT00520,Voice Solution,Voice,Email,Hyderabad,Telugu,Neutral,1.05,89.62,0,Not Connected,25-11-2025 16:03
CALL00416,CONT00550,Voice Solution,Voice,Email,Hyderabad,Kannada,Neutral,8.68,83.97,0,Connected,23-12-2025 12:56
CALL00417,CONT00114,Voice Solution,Voice,WhatsApp,Chennai,Telugu,Positive,11.62,90.13,0,Connected,31-03-2026 19:25
CALL00418,CONT00339,Voice Solution,Voice,Email,Hyderabad,English,Neutral,12.92,83.93,1,Connected,24-03-2026 15:15
CALL00419,CONT00568,Voice Solution,Voice,WhatsApp,Chennai,English,Positive,15.08,93.11,1,Connected,27-12-2025 09:42
CALL00420,CONT00359,Voice Solution,Voice,Email,Bangalore,Hindi,Neutral,0.5,93.53,0,Not Connected,09-12-2025 14:03
CALL00421,CONT00650,Voice Solution,Voice,None,Chennai,Kannada,Neutral,8.55,87.83,0,Connected,17-02-2026 19:34
CALL00422,CONT00614,Voice Solution,Voice,WhatsApp,Mumbai,Hindi,Neutral,6.66,88.15,1,Connected,30-04-2026 13:43
CALL00423,CONT00334,Voice Solution,Voice,WhatsApp,Mumbai,Telugu,Negative,24,90.66,0,Connected,12-12-2025 16:21
CALL00424,CONT00689,Voice Solution,Voice,WhatsApp,Delhi,Tamil,Neutral,8.62,90.41,1,Connected,05-05-2026 17:09
CALL00425,CONT00169,Voice Solution,Voice,Email,Hyderabad,Hindi,Neutral,5.73,93.62,0,Connected,11-06-2026 09:02
CALL00426,CONT00339,Voice Solution,Voice,None,Pune,English,Neutral,20.35,93.48,0,Connected,02-03-2026 20:49
CALL00427,CONT00798,Voice Solution,Voice,None,Hyderabad,Kannada,Negative,0.68,88.36,0,Not Connected,13-03-2026 10:42
CALL00428,CONT00261,Voice Solution,Voice,WhatsApp,Chennai,Telugu,Neutral,12.76,86.11,0,Connected,12-04-2026 20:03
CALL00429,CONT00887,Voice Solution,Voice,None,Pune,Marathi,Positive,5.51,92.56,0,Connected,03-06-2026 18:58
CALL00430,CONT00735,Voice Solution,Voice,WhatsApp,Pune,English,Negative,12.19,87.72,0,Connected,09-06-2026 18:42
CALL00431,CONT00199,Voice Solution,Voice,Email,Hyderabad,Marathi,Neutral,13.04,89.07,1,Connected,23-06-2026 10:26
CALL00432,CONT00211,Voice Solution,Voice,WhatsApp,Pune,Tamil,Positive,20.33,91.15,1,Connected,26-03-2026 20:53
CALL00433,CONT00287,Voice Solution,Voice,None,Pune,Kannada,Neutral,0.23,93.38,0,Not Connected,27-06-2026 16:16
CALL00434,CONT00692,Voice Solution,Voice,Email,Mumbai,Tamil,Negative,0.25,89.8,0,Not Connected,15-01-2026 16:33
CALL00435,CONT00762,Voice Solution,Voice,Email,Bangalore,Tamil,Neutral,10.97,85.56,1,Connected,09-11-2025 17:51
CALL00436,CONT00743,Voice Solution,Voice,None,Chennai,Kannada,Positive,0.19,97.49,0,Not Connected,13-01-2026 10:28
CALL00437,CONT00472,Voice Solution,Voice,WhatsApp,Hyderabad,Kannada,Neutral,0.31,96.15,0,Voicemail,11-07-2026 10:32
CALL00438,CONT00482,Voice Solution,Voice,WhatsApp,Mumbai,Marathi,Neutral,0.17,83.41,0,Not Connected,18-06-2026 14:13
CALL00439,CONT00023,Voice Solution,Voice,None,Delhi,Tamil,Neutral,8.91,83.94,1,Connected,07-11-2025 09:46
CALL00440,CONT00560,Voice Solution,Voice,WhatsApp,Pune,Telugu,Positive,0.21,84.57,0,Not Connected,23-04-2026 15:37
CALL00441,CONT00109,Voice Solution,Voice,WhatsApp,Pune,Marathi,Positive,3.2,92.74,0,Connected,21-03-2026 20:30
CALL00442,CONT00296,Voice Solution,Voice,Email,Hyderabad,Kannada,Neutral,0.11,97.68,0,Voicemail,17-04-2026 13:05
CALL00443,CONT00006,Voice Solution,Voice,Email,Bangalore,English,Neutral,5.45,85.97,0,Connected,19-04-2026 14:25
CALL00444,CONT00550,Voice Solution,Voice,WhatsApp,Bangalore,Marathi,Positive,2.68,89.35,1,Connected,02-03-2026 20:00
CALL00445,CONT00681,Voice Solution,Voice,WhatsApp,Hyderabad,Hindi,Positive,3.38,84.74,0,Connected,13-05-2026 12:18
CALL00446,CONT00868,Voice Solution,Voice,WhatsApp,Hyderabad,Telugu,Positive,22.19,97,1,Connected,05-11-2025 14:29
CALL00447,CONT00795,Voice Solution,Voice,WhatsApp,Mumbai,Marathi,Neutral,0.64,92.62,0,Voicemail,29-11-2025 17:07
CALL00448,CONT00203,Voice Solution,Voice,None,Hyderabad,Kannada,Positive,0.95,84.38,0,Voicemail,14-04-2026 10:52
CALL00449,CONT00325,Voice Solution,Voice,None,Delhi,Kannada,Positive,21.74,77.99,1,Connected,16-03-2026 12:32
CALL00450,CONT00825,Voice Solution,Voice,Email,Mumbai,Telugu,Positive,6.48,93.69,0,Connected,25-03-2026 08:50
CALL00451,CONT00785,Voice Solution,Voice,WhatsApp,Pune,Hindi,Neutral,12.19,85.64,1,Connected,05-06-2026 08:01
CALL00452,CONT00244,Voice Solution,Voice,None,Pune,Marathi,Positive,0.96,92.71,0,Connected,12-03-2026 10:31
CALL00453,CONT00327,Voice Solution,Voice,Email,Pune,Marathi,Positive,11.65,89.97,1,Connected,09-01-2026 14:56
CALL00454,CONT00047,Voice Solution,Voice,WhatsApp,Pune,Tamil,Negative,1.03,79.33,0,Not Connected,10-07-2026 09:41
CALL00455,CONT00761,Voice Solution,Voice,None,Chennai,English,Positive,5.59,84.47,0,Connected,01-05-2026 18:47
CALL00456,CONT00591,Voice Solution,Voice,None,Delhi,Kannada,Positive,9.88,86.73,1,Connected,16-04-2026 08:32
CALL00457,CONT00622,Voice Solution,Voice,None,Mumbai,Marathi,Negative,0.06,85.12,0,Voicemail,30-01-2026 13:07
CALL00458,CONT00013,Voice Solution,Voice,None,Mumbai,Marathi,Positive,5.4,89.08,1,Connected,21-05-2026 19:01
CALL00459,CONT00907,Voice Solution,Voice,WhatsApp,Pune,Marathi,Neutral,5.62,90.51,0,Connected,19-11-2025 15:13
CALL00460,CONT00380,Voice Solution,Voice,WhatsApp,Bangalore,Hindi,Positive,0.37,97.45,0,Not Connected,09-12-2025 17:15
CALL00461,CONT00365,Voice Solution,Voice,Email,Mumbai,English,Neutral,2.6,90.86,1,Connected,06-03-2026 15:01
CALL00462,CONT00602,Voice Solution,Voice,WhatsApp,Delhi,Marathi,Positive,0.84,95.96,0,Not Connected,22-04-2026 18:11
CALL00463,CONT00342,Voice Solution,Voice,WhatsApp,Hyderabad,Telugu,Neutral,0.99,86.12,0,Voicemail,21-03-2026 15:18
CALL00464,CONT00860,Voice Solution,Voice,None,Delhi,Kannada,Positive,0.53,94.33,0,Not Connected,30-06-2026 08:56
CALL00465,CONT00792,Voice Solution,Voice,None,Pune,Tamil,Positive,19.75,86.59,0,Connected,08-06-2026 15:08
CALL00466,CONT00221,Voice Solution,Voice,Email,Pune,Telugu,Neutral,12.8,83.91,1,Connected,06-03-2026 11:47
CALL00467,CONT00073,Voice Solution,Voice,None,Chennai,Kannada,Negative,10.67,83.7,0,Connected,28-12-2025 14:53
CALL00468,CONT00746,Voice Solution,Voice,None,Mumbai,Hindi,Positive,0.19,75.29,0,Not Connected,28-03-2026 17:46
CALL00469,CONT00772,Voice Solution,Voice,Email,Mumbai,English,Neutral,0.13,92.77,0,Not Connected,01-11-2025 15:23
CALL00470,CONT00625,Voice Solution,Voice,WhatsApp,Mumbai,English,Positive,8.72,82.05,0,Connected,09-05-2026 17:13
CALL00471,CONT00046,Voice Solution,Voice,WhatsApp,Pune,Kannada,Neutral,8.29,95.54,0,Connected,10-05-2026 20:49
CALL00472,CONT00504,Voice Solution,Voice,WhatsApp,Mumbai,Telugu,Positive,5.69,87.63,1,Connected,25-02-2026 17:09
CALL00473,CONT00274,Voice Solution,Voice,WhatsApp,Bangalore,Tamil,Neutral,10.44,80.73,1,Connected,14-03-2026 08:14
CALL00474,CONT00555,Voice Solution,Voice,WhatsApp,Bangalore,Hindi,Positive,9.82,82.91,0,Connected,28-12-2025 11:14
CALL00475,CONT00208,Voice Solution,Voice,WhatsApp,Hyderabad,Kannada,Positive,8.61,89.45,1,Connected,14-12-2025 15:46
CALL00476,CONT00929,Voice Solution,Voice,Email,Mumbai,Hindi,Positive,0.36,79.1,0,Not Connected,22-04-2026 12:33
CALL00477,CONT00861,Voice Solution,Voice,None,Chennai,English,Positive,0.92,91.45,0,Not Connected,09-04-2026 10:23
CALL00478,CONT00615,Voice Solution,Voice,WhatsApp,Hyderabad,Marathi,Negative,8.09,80.92,1,Connected,22-04-2026 17:21
CALL00479,CONT00124,Voice Solution,Voice,None,Pune,Marathi,Negative,6.46,84.81,0,Connected,29-03-2026 17:14
CALL00480,CONT00010,Voice Solution,Voice,Email,Mumbai,Tamil,Neutral,24.53,89.49,1,Connected,19-01-2026 13:54
CALL00481,CONT00329,Voice Solution,Voice,WhatsApp,Bangalore,Hindi,Positive,9.17,90.84,0,Connected,01-06-2026 16:12
CALL00482,CONT00187,Voice Solution,Voice,None,Chennai,Kannada,Positive,1.05,92.49,0,Not Connected,22-05-2026 18:14
CALL00483,CONT00543,Voice Solution,Voice,Email,Hyderabad,Tamil,Neutral,1.05,81.97,0,Not Connected,10-07-2026 20:47
CALL00484,CONT00668,Voice Solution,Voice,WhatsApp,Chennai,Telugu,Negative,0.53,86.96,0,Not Connected,17-06-2026 12:15
CALL00485,CONT00060,Voice Solution,Voice,None,Mumbai,Marathi,Neutral,6.5,93.96,0,Connected,13-04-2026 12:15
CALL00486,CONT00761,Voice Solution,Voice,WhatsApp,Delhi,Kannada,Neutral,8.99,86.96,0,Connected,15-06-2026 09:59
CALL00487,CONT00899,Voice Solution,Voice,Email,Chennai,Hindi,Negative,0.87,89.97,0,Not Connected,27-03-2026 10:52
CALL00488,CONT00886,Voice Solution,Voice,WhatsApp,Chennai,Tamil,Negative,5.93,89.31,1,Connected,20-11-2025 20:22
CALL00489,CONT00782,Voice Solution,Voice,None,Pune,Kannada,Positive,10.91,95.01,0,Connected,17-12-2025 08:26
CALL00490,CONT00442,Voice Solution,Voice,WhatsApp,Bangalore,Tamil,Positive,10.32,86.17,0,Connected,21-06-2026 11:46
CALL00491,CONT00217,Voice Solution,Voice,Email,Mumbai,Tamil,Neutral,20.97,81.55,1,Connected,14-11-2025 12:54
CALL00492,CONT00911,Voice Solution,Voice,WhatsApp,Chennai,Tamil,Neutral,4.48,83.66,1,Connected,23-03-2026 15:25
CALL00493,CONT00002,Voice Solution,Voice,Email,Mumbai,Hindi,Positive,13.04,89.44,0,Connected,01-11-2025 16:51
CALL00494,CONT00536,Voice Solution,Voice,None,Bangalore,Kannada,Positive,0.79,80.65,0,Voicemail,24-12-2025 13:33
CALL00495,CONT00718,Voice Solution,Voice,Email,Pune,English,Neutral,5.45,85.78,1,Connected,17-07-2026 09:19
CALL00496,CONT00832,Voice Solution,Voice,Email,Mumbai,English,Neutral,3.14,88.88,1,Connected,24-03-2026 13:05
CALL00497,CONT00711,Voice Solution,Voice,Email,Bangalore,Hindi,Positive,9.18,84.67,0,Connected,12-11-2025 15:53
CALL00498,CONT00356,Voice Solution,Voice,None,Bangalore,Hindi,Neutral,1.19,90.13,0,Not Connected,12-06-2026 20:24
CALL00499,CONT00626,Voice Solution,Voice,Email,Hyderabad,Marathi,Neutral,8.71,92.12,0,Connected,05-04-2026 08:39
CALL00500,CONT00792,Voice Solution,Voice,None,Pune,Tamil,Neutral,2.82,90.77,0,Connected,08-11-2025 09:19
CALL00501,CONT00667,Voice Solution,Voice,None,Pune,Kannada,Positive,9.03,80.76,0,Connected,02-03-2026 15:28
CALL00502,CONT00165,Voice Solution,Voice,WhatsApp,Mumbai,Kannada,Neutral,1.05,88.9,0,Not Connected,13-04-2026 14:46
CALL00503,CONT00734,Voice Solution,Voice,WhatsApp,Delhi,Telugu,Neutral,13.68,89.29,0,Connected,29-01-2026 13:34
CALL00504,CONT00091,Voice Solution,Voice,WhatsApp,Hyderabad,Telugu,Positive,0.21,86.6,0,Not Connected,16-03-2026 10:49
CALL00505,CONT00167,Voice Solution,Voice,None,Pune,English,Neutral,1.04,90.07,0,Not Connected,05-05-2026 19:03
CALL00506,CONT00207,Voice Solution,Voice,WhatsApp,Bangalore,Telugu,Positive,5.16,89.89,1,Connected,27-04-2026 12:28
CALL00507,CONT00282,Voice Solution,Voice,Email,Pune,Telugu,Positive,1.18,88.05,0,Not Connected,28-11-2025 08:11
CALL00508,CONT00065,Voice Solution,Voice,None,Delhi,English,Positive,6.87,83.48,0,Connected,08-06-2026 18:23
CALL00509,CONT00888,Voice Solution,Voice,WhatsApp,Chennai,Marathi,Positive,1.03,88.37,0,Not Connected,11-12-2025 08:48
CALL00510,CONT00516,Voice Solution,Voice,Email,Chennai,English,Positive,1.92,97.83,1,Connected,16-06-2026 15:07
CALL00511,CONT00157,Voice Solution,Voice,WhatsApp,Pune,Telugu,Neutral,0.17,86.54,0,Not Connected,11-05-2026 11:53
CALL00512,CONT00761,Voice Solution,Voice,WhatsApp,Pune,Kannada,Positive,4.39,93.74,0,Connected,25-03-2026 10:29
CALL00513,CONT00769,Voice Solution,Voice,None,Hyderabad,Telugu,Negative,4.23,88.69,1,Connected,20-05-2026 15:58
CALL00514,CONT00747,Voice Solution,Voice,WhatsApp,Pune,Tamil,Neutral,8.29,84.5,1,Connected,31-05-2026 20:38
CALL00515,CONT00306,Voice Solution,Voice,WhatsApp,Delhi,Tamil,Positive,6.85,87.02,1,Connected,08-06-2026 18:50
CALL00516,CONT00878,Voice Solution,Voice,None,Pune,Tamil,Positive,10.43,88.42,0,Connected,28-06-2026 12:31
CALL00517,CONT00395,Voice Solution,Voice,WhatsApp,Mumbai,Marathi,Neutral,8.85,91.78,1,Connected,16-12-2025 20:51
CALL00518,CONT00074,Voice Solution,Voice,None,Delhi,Hindi,Neutral,14.33,99.8,1,Connected,05-12-2025 17:12
CALL00519,CONT00187,Voice Solution,Voice,None,Hyderabad,Tamil,Positive,7.06,88.77,1,Connected,11-07-2026 16:20
CALL00520,CONT00574,Voice Solution,Voice,WhatsApp,Mumbai,Kannada,Positive,0.65,82.35,0,Not Connected,21-01-2026 09:56
CALL00521,CONT00337,Voice Solution,Voice,WhatsApp,Mumbai,Marathi,Neutral,21.54,80.23,1,Connected,14-07-2026 08:15
CALL00522,CONT00676,Voice Solution,Voice,None,Chennai,Hindi,Positive,4.45,86.39,1,Connected,16-05-2026 17:40
CALL00523,CONT00568,Voice Solution,Voice,Email,Delhi,Hindi,Negative,3.58,82.86,0,Connected,10-11-2025 10:23
CALL00524,CONT00623,Voice Solution,Voice,WhatsApp,Mumbai,Tamil,Neutral,8.42,91.29,0,Connected,30-06-2026 11:33
CALL00525,CONT00730,Voice Solution,Voice,None,Hyderabad,Telugu,Positive,0.56,91.33,0,Voicemail,09-07-2026 15:12
CALL00526,CONT00240,Voice Solution,Voice,WhatsApp,Chennai,English,Positive,3.81,87.77,0,Connected,05-11-2025 18:03
CALL00527,CONT00533,Voice Solution,Voice,None,Mumbai,Telugu,Positive,3.03,91.79,0,Connected,27-02-2026 18:57
CALL00528,CONT00141,Voice Solution,Voice,WhatsApp,Delhi,Telugu,Neutral,0.39,88.82,0,Voicemail,04-01-2026 17:22
CALL00529,CONT00265,Voice Solution,Voice,WhatsApp,Chennai,Hindi,Positive,1.12,97.84,0,Not Connected,26-03-2026 18:51
CALL00530,CONT00139,Voice Solution,Voice,WhatsApp,Delhi,Hindi,Positive,6.38,91.63,1,Connected,12-06-2026 12:14
CALL00531,CONT00459,Voice Solution,Voice,None,Delhi,Marathi,Neutral,0.8,92.98,0,Not Connected,27-06-2026 09:18
CALL00532,CONT00070,Voice Solution,Voice,Email,Delhi,Marathi,Positive,0.11,81.26,0,Voicemail,26-04-2026 09:49
CALL00533,CONT00385,Voice Solution,Voice,None,Chennai,Hindi,Neutral,0.89,82.64,1,Connected,02-01-2026 15:10
CALL00534,CONT00630,Voice Solution,Voice,WhatsApp,Mumbai,Kannada,Neutral,5.78,90.89,0,Connected,05-06-2026 16:51
CALL00535,CONT00198,Voice Solution,Voice,WhatsApp,Pune,Kannada,Neutral,6.41,80.75,1,Connected,26-04-2026 16:46
CALL00536,CONT00205,Voice Solution,Voice,WhatsApp,Bangalore,English,Negative,1.85,85.38,0,Connected,06-02-2026 14:06
CALL00537,CONT00726,Voice Solution,Voice,Email,Mumbai,Hindi,Neutral,5.69,94.4,1,Connected,13-02-2026 11:20
CALL00538,CONT00568,Voice Solution,Voice,Email,Chennai,Tamil,Positive,7.04,85.27,1,Connected,07-02-2026 20:06
CALL00539,CONT00799,Voice Solution,Voice,Email,Bangalore,Marathi,Positive,9.06,82.45,0,Connected,06-11-2025 15:29
CALL00540,CONT00805,Voice Solution,Voice,WhatsApp,Bangalore,Hindi,Positive,11.35,91.84,0,Connected,16-05-2026 15:13
CALL00541,CONT00687,Voice Solution,Voice,None,Bangalore,Kannada,Neutral,13.64,98.87,0,Connected,13-03-2026 11:06
CALL00542,CONT00859,Voice Solution,Voice,WhatsApp,Pune,Hindi,Positive,4.38,84.46,1,Connected,17-07-2026 20:35
CALL00543,CONT00882,Voice Solution,Voice,None,Hyderabad,Kannada,Negative,4.61,94.62,0,Connected,23-11-2025 11:23
CALL00544,CONT00640,Voice Solution,Voice,WhatsApp,Chennai,Hindi,Neutral,3.16,83.83,0,Connected,23-12-2025 16:10
CALL00545,CONT00431,Voice Solution,Voice,Email,Pune,Tamil,Positive,6.89,87.94,0,Connected,14-04-2026 12:56
CALL00546,CONT00890,Voice Solution,Voice,WhatsApp,Pune,English,Neutral,0.93,88.15,0,Not Connected,21-05-2026 20:34
CALL00547,CONT00325,Voice Solution,Voice,WhatsApp,Hyderabad,Tamil,Positive,0.62,84.59,0,Connected,22-01-2026 19:43
CALL00548,CONT00442,Voice Solution,Voice,Email,Bangalore,Kannada,Neutral,2.32,92.88,0,Connected,25-03-2026 13:51
CALL00549,CONT00804,Voice Solution,Voice,WhatsApp,Hyderabad,Marathi,Neutral,0.34,80.8,0,Not Connected,24-01-2026 17:14
CALL00550,CONT00288,Voice Solution,Voice,WhatsApp,Hyderabad,Marathi,Positive,8.96,89.48,0,Connected,17-01-2026 13:22
CALL00551,CONT00226,Voice Solution,Voice,None,Pune,Telugu,Positive,3.21,93.87,0,Connected,01-11-2025 15:38
CALL00552,CONT00064,Voice Solution,Voice,Email,Chennai,Tamil,Negative,1.05,92.46,0,Not Connected,21-12-2025 13:32
CALL00553,CONT00938,Voice Solution,Voice,None,Delhi,Hindi,Neutral,0.62,90.96,0,Not Connected,22-04-2026 15:25
CALL00554,CONT00560,Voice Solution,Voice,WhatsApp,Hyderabad,English,Negative,4.96,96.43,0,Connected,24-05-2026 14:27
CALL00555,CONT00714,Voice Solution,Voice,Email,Hyderabad,Hindi,Positive,6.62,87.4,1,Connected,18-07-2026 11:32
CALL00556,CONT00498,Voice Solution,Voice,Email,Bangalore,Hindi,Positive,0.55,80.88,0,Voicemail,04-12-2025 20:57
CALL00557,CONT00849,Voice Solution,Voice,WhatsApp,Bangalore,Tamil,Positive,9.52,89.18,1,Connected,03-02-2026 11:12
CALL00558,CONT00926,Voice Solution,Voice,Email,Pune,English,Neutral,6.97,87.87,1,Connected,11-01-2026 19:38
CALL00559,CONT00917,Voice Solution,Voice,WhatsApp,Bangalore,Telugu,Positive,0.17,77.92,0,Not Connected,09-12-2025 08:08
CALL00560,CONT00060,Voice Solution,Voice,WhatsApp,Mumbai,Hindi,Positive,3.07,82.87,0,Connected,03-04-2026 14:21
CALL00561,CONT00397,Voice Solution,Voice,WhatsApp,Hyderabad,English,Neutral,4.04,82.24,1,Connected,08-07-2026 17:12
CALL00562,CONT00257,Voice Solution,Voice,WhatsApp,Bangalore,Telugu,Neutral,7.17,84.43,1,Connected,11-04-2026 15:28
CALL00563,CONT00577,Voice Solution,Voice,Email,Chennai,Hindi,Positive,0.82,86.74,0,Not Connected,26-02-2026 20:29
CALL00564,CONT00239,Voice Solution,Voice,Email,Mumbai,English,Neutral,20.68,86.94,0,Connected,17-07-2026 09:17
CALL00565,CONT00801,Voice Solution,Voice,None,Pune,Tamil,Neutral,10.44,84.61,0,Connected,24-12-2025 17:45
CALL00566,CONT00038,Voice Solution,Voice,None,Delhi,Marathi,Positive,2.88,82.23,0,Connected,24-06-2026 16:28
CALL00567,CONT00025,Voice Solution,Voice,WhatsApp,Hyderabad,Marathi,Positive,6.2,90.39,1,Connected,10-06-2026 16:04
CALL00568,CONT00410,Voice Solution,Voice,None,Hyderabad,Hindi,Positive,5.9,89.08,1,Connected,09-07-2026 17:33
CALL00569,CONT00461,Voice Solution,Voice,None,Chennai,Hindi,Neutral,0.79,89.23,0,Not Connected,20-02-2026 17:06
CALL00570,CONT00571,Voice Solution,Voice,WhatsApp,Delhi,English,Neutral,8.68,97.4,0,Connected,13-07-2026 09:16
CALL00571,CONT00417,Voice Solution,Voice,Email,Delhi,Marathi,Positive,5.29,89.31,0,Connected,26-05-2026 17:44
CALL00572,CONT00357,Voice Solution,Voice,None,Pune,Hindi,Positive,0.3,86.67,0,Not Connected,17-06-2026 17:58
CALL00573,CONT00383,Voice Solution,Voice,Email,Pune,Telugu,Negative,2.63,87.97,0,Connected,05-01-2026 19:24
CALL00574,CONT00809,Voice Solution,Voice,None,Mumbai,Hindi,Negative,1.08,88.99,0,Voicemail,14-01-2026 09:03
CALL00575,CONT00158,Voice Solution,Voice,WhatsApp,Hyderabad,Marathi,Neutral,22.99,91.58,1,Connected,11-02-2026 20:44
CALL00576,CONT00569,Voice Solution,Voice,WhatsApp,Bangalore,Kannada,Negative,4.67,88.28,1,Connected,11-05-2026 17:59
CALL00577,CONT00433,Voice Solution,Voice,WhatsApp,Pune,Marathi,Neutral,4.74,78.79,1,Connected,10-07-2026 15:23
CALL00578,CONT00048,Voice Solution,Voice,Email,Chennai,Telugu,Neutral,1.16,86.32,0,Not Connected,14-06-2026 08:35
CALL00579,CONT00328,Voice Solution,Voice,None,Chennai,English,Positive,9.97,88.51,1,Connected,06-02-2026 19:56
CALL00580,CONT00433,Voice Solution,Voice,None,Chennai,Telugu,Positive,7.4,95.02,1,Connected,07-07-2026 11:49
CALL00581,CONT00431,Voice Solution,Voice,WhatsApp,Pune,Kannada,Positive,7.34,84.57,0,Connected,15-04-2026 14:05
CALL00582,CONT00056,Voice Solution,Voice,WhatsApp,Pune,Kannada,Neutral,15.81,80.32,1,Connected,30-11-2025 13:48
CALL00583,CONT00577,Voice Solution,Voice,None,Chennai,Hindi,Negative,4.97,88.82,1,Connected,05-07-2026 17:00
CALL00584,CONT00268,Voice Solution,Voice,Email,Pune,Hindi,Neutral,0.25,92.83,0,Not Connected,14-02-2026 11:29
CALL00585,CONT00069,Voice Solution,Voice,WhatsApp,Bangalore,Marathi,Positive,2.68,86.53,0,Connected,21-12-2025 18:02
CALL00586,CONT00728,Voice Solution,Voice,Email,Bangalore,Tamil,Positive,0.58,99.8,0,Not Connected,20-01-2026 18:53
CALL00587,CONT00902,Voice Solution,Voice,None,Mumbai,Telugu,Positive,4.08,99.24,1,Connected,13-03-2026 20:25
CALL00588,CONT00601,Voice Solution,Voice,None,Hyderabad,Marathi,Positive,8.69,88.14,0,Connected,18-03-2026 17:16
CALL00589,CONT00449,Voice Solution,Voice,Email,Bangalore,Tamil,Neutral,2.98,89.43,1,Connected,03-05-2026 12:37
CALL00590,CONT00793,Voice Solution,Voice,WhatsApp,Mumbai,Marathi,Negative,10.84,95.34,0,Connected,08-01-2026 11:00
CALL00591,CONT00257,Voice Solution,Voice,None,Delhi,Kannada,Positive,0.14,88.05,0,Not Connected,04-12-2025 09:35
CALL00592,CONT00672,Voice Solution,Voice,Email,Hyderabad,Hindi,Positive,0.31,84.48,0,Voicemail,23-12-2025 11:04
CALL00593,CONT00490,Voice Solution,Voice,WhatsApp,Bangalore,Hindi,Neutral,0.17,92.94,1,Connected,24-05-2026 20:45
CALL00594,CONT00746,Voice Solution,Voice,WhatsApp,Delhi,Marathi,Positive,17.33,90.82,0,Connected,06-03-2026 13:30
CALL00595,CONT00643,Voice Solution,Voice,None,Mumbai,Hindi,Negative,4.46,84.46,0,Connected,23-06-2026 19:44
CALL00596,CONT00049,Voice Solution,Voice,WhatsApp,Bangalore,English,Positive,0.16,89.9,0,Voicemail,13-12-2025 09:44
CALL00597,CONT00659,Voice Solution,Voice,WhatsApp,Bangalore,Marathi,Positive,0.96,87.7,1,Connected,28-06-2026 18:44
CALL00598,CONT00316,Voice Solution,Voice,Email,Pune,Kannada,Positive,28.81,86.57,0,Connected,19-02-2026 11:53
CALL00599,CONT00413,Voice Solution,Voice,WhatsApp,Delhi,Marathi,Positive,0.64,84.57,0,Not Connected,07-07-2026 14:31
CALL00600,CONT00434,Voice Solution,Voice,Email,Bangalore,Marathi,Neutral,4.64,89.11,0,Connected,31-03-2026 14:24
CALL00601,CONT00002,Voice Solution,Voice,WhatsApp,Chennai,Hindi,Positive,5.8,87.17,1,Connected,02-05-2026 20:02
CALL00602,CONT00841,Voice Solution,Voice,Email,Pune,Kannada,Positive,1.63,89.92,1,Connected,03-02-2026 12:42
CALL00603,CONT00145,Voice Solution,Voice,WhatsApp,Pune,Marathi,Neutral,0.91,92.6,0,Not Connected,08-11-2025 09:41
CALL00604,CONT00366,Voice Solution,Voice,WhatsApp,Bangalore,Hindi,Positive,11.46,89.66,1,Connected,03-05-2026 19:44
CALL00605,CONT00420,Voice Solution,Voice,WhatsApp,Pune,Telugu,Positive,3.05,89.74,0,Connected,14-05-2026 13:26
CALL00606,CONT00573,Voice Solution,Voice,None,Hyderabad,Kannada,Neutral,9.58,85.79,0,Connected,14-05-2026 17:59
CALL00607,CONT00785,Voice Solution,Voice,None,Delhi,Tamil,Neutral,32.67,94.37,0,Connected,04-04-2026 09:41
CALL00608,CONT00561,Voice Solution,Voice,WhatsApp,Hyderabad,English,Negative,12.45,84.26,1,Connected,01-02-2026 12:19
CALL00609,CONT00844,Voice Solution,Voice,None,Mumbai,Tamil,Positive,7.53,80.44,1,Connected,09-04-2026 15:26
CALL00610,CONT00444,Voice Solution,Voice,Email,Hyderabad,Kannada,Positive,2.63,83.15,1,Connected,31-12-2025 15:28
CALL00611,CONT00916,Voice Solution,Voice,None,Chennai,Marathi,Positive,13.11,93.67,0,Connected,02-03-2026 18:05
CALL00612,CONT00434,Voice Solution,Voice,WhatsApp,Pune,Hindi,Positive,10.16,90.79,1,Connected,21-12-2025 10:44
CALL00613,CONT00643,Voice Solution,Voice,Email,Pune,Kannada,Neutral,4.49,95.06,1,Connected,05-11-2025 15:15
CALL00614,CONT00555,Voice Solution,Voice,WhatsApp,Chennai,English,Neutral,0.37,81.88,0,Not Connected,31-01-2026 11:55
CALL00615,CONT00057,Voice Solution,Voice,WhatsApp,Pune,Kannada,Neutral,2.68,99.8,1,Connected,19-04-2026 12:56
CALL00616,CONT00562,Voice Solution,Voice,None,Hyderabad,Hindi,Positive,1.12,87.08,0,Not Connected,22-11-2025 08:29
